project_code,archetype,year,quarter,gross_sales,productivity_increase,employment_generated,employment_increase,man_months,cost_to_sales_ratio,gross_margin,labor_cost_share,material_cost_ratio,repayment_days_late,repayment_overdue_count,repayment_completion_ratio,sales_trend_3q,sales_volatility,sales_vs_baseline_ratio,regular_employment_ratio,avg_workdays_per_employee,market_count,interventions_availed_count,report_days_late,problems_reported_count,label,outcome,triggered
SETUP-0052,volatile,2022,2,498490.0,16.85185185185185,14,7.6923076923076925,36.45,0.6542024514032377,0.3457975485967622,0.27376248714480833,0.2944993881522197,0.0,1.0,0.5,0.15542271562766866,0.0,1.3782533496963076,0.2857142857142857,52.07142857142857,5.0,1.0,8.0,0.0,0,Routine Monitoring,SALES_CONTRACTION
SETUP-0052,volatile,2022,3,447780.0,-10.172721619290256,13,0.0,36.2,0.6434847693063558,0.3565152306936442,0.2240538189109092,0.30500468980302825,0.0,1.0,0.6666666666666666,0.023141302526823372,0.13512286735571055,1.2380474732231592,0.23076923076923078,55.69230769230769,2.0,0.0,0.0,1.0,1,Additional Review or Follow-up,SEVERE_SALES_CONTRACTION|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE|LABOR_CONTRACTION
SETUP-0052,volatile,2022,4,319950.0,-28.54750100495779,11,-15.384615384615385,28.3,0.9417208001250196,0.058279199874980446,0.4476864645181602,0.39737458977965306,0.0,2.0,0.5,-0.08758403137959145,0.1864600442330808,0.8846158583629232,0.18181818181818182,51.45454545454545,1.0,1.0,1.0,2.0,1,Additional Review or Follow-up,SEVERE_SALES_CONTRACTION|SEVERE_EMPLOYMENT_SHORTFALL|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE
SETUP-0052,volatile,2023,1,229650.0,-28.223159868729493,10,-23.076923076923077,25.9,0.9103859786631832,0.08961402133681684,0.4141136079977753,0.3243196168081864,0.0,3.0,0.39999999999999997,-0.24984791459150862,0.08586527144579605,0.6349493104330218,0.2,51.8,1.0,1.0,12.0,3.0,0,Routine Monitoring,EMPLOYMENT_BELOW_BASELINE
SETUP-0052,volatile,2023,2,335790.0,46.21815806662312,12,-7.6923076923076925,32.5,0.4922874117752167,0.5077125882247834,0.2734770154524489,0.3280919622383037,1.0,3.0,0.5,-0.12789666734174937,0.351686710163918,0.9284111863718894,0.4166666666666667,54.166666666666664,5.0,1.0,0.0,0.0,0,Routine Monitoring,
SETUP-0052,volatile,2023,3,362640.0,7.996068971678729,13,0.0,32.35,0.5921788550628724,0.4078211449371277,0.3122199097415414,0.3096735054048092,1.0,4.0,0.4285714285714286,0.07506550323309535,0.30394207139095103,1.0026475851749663,0.6153846153846154,49.76923076923077,2.0,0.0,0.0,1.0,1,Additional Review or Follow-up,SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE
SETUP-0053,volatile,2022,2,506520.0,6.061938563980149,7,0.0,18.75,0.6688306680881307,0.33116933191186926,0.36507952110318526,0.3488312406222854,0.0,2.0,0.0,0.05883608206566473,0.0,1.1036682118682573,0.14285714285714285,53.57142857142857,3.0,1.0,4.0,2.0,0,Routine Monitoring,
SETUP-0053,volatile,2022,3,560340.0,10.62544420753376,7,0.0,18.1,0.6532638933504658,0.3467361066495343,0.31702263317166957,0.37027519006317594,13.0,2.0,0.33333333333333337,0.08038888133486141,0.022817528217768054,1.2209378619566045,0.2857142857142857,51.714285714285715,4.0,2.0,0.0,2.0,1,Additional Review or Follow-up,SEVERE_SALES_CONTRACTION|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE
SETUP-0053,volatile,2022,4,412155.0,-26.445550915515582,6,-14.285714285714285,16.45,0.8559482233625698,0.14405177663743018,0.44765537964462837,0.3828171440356177,13.0,3.0,0.25,-0.029117058548440267,0.16505289170550483,0.8980541180260633,0.16666666666666666,54.833333333333336,1.0,0.0,13.0,3.0,1,Additional Review or Follow-up,EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE
SETUP-0053,volatile,2023,1,391120.0,-5.10366245708532,6,-14.285714285714285,14.15,0.694496701779505,0.30550329822049505,0.3344152032413024,0.33438586623031297,13.0,4.0,0.19999999999999998,-0.10574316827394814,0.15191882623633038,0.8522204671600584,0.16666666666666666,47.166666666666664,2.0,2.0,5.0,2.0,0,Routine Monitoring,EMPLOYMENT_BELOW_BASELINE
SETUP-0053,volatile,2023,2,449760.0,14.992841071793823,6,-14.285714285714285,16.45,0.5784149768765563,0.42158502312344365,0.2948636298917939,0.27690323728210603,9.0,4.0,0.3333333333333333,-0.07781622664920383,0.16919699194700172,0.9799925273826648,0.5,54.833333333333336,3.0,0.0,0.0,2.0,1,Additional Review or Follow-up,SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE
SETUP-0054,growing,2022,2,546720.0,7.6750369276218615,21,10.526315789473683,64.05,0.652200614574188,0.347799385425812,0.36151797711491607,0.23520266315481417,0.0,1.0,0.5,0.07391390935730746,0.0,1.4953814588946108,0.6190476190476191,61.0,4.0,1.0,0.0,2.0,1,Additional Review or Follow-up,SEVERE_SALES_CONTRACTION|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE
SETUP-0054,growing,2022,3,373350.0,-31.710930640913084,18,-5.263157894736842,55.9,0.6266069907593411,0.3733930092406589,0.333662130361952,0.3044060533011919,0.0,2.0,0.3333333333333333,-0.14119426818506534,0.1969298378426747,1.0211820816474666,0.3888888888888889,62.111111111111114,2.0,2.0,0.0,3.0,0,Routine Monitoring,SUSTAINED_DECLINE
SETUP-0054,growing,2022,4,355440.0,-4.7971072719967855,20,5.263157894736842,60.2,0.6247743360342112,0.3752256639657889,0.31863978436688756,0.2517161827593968,0.0,2.0,0.5,-0.14138151475387772,0.16435607383493087,0.9721948817484278,0.35,60.2,6.0,0.0,1.0,0.0,0,Routine Monitoring,SUSTAINED_DECLINE
SETUP-0054,growing,2023,1,330810.0,-6.929439567859555,21,10.526315789473683,63.05,0.5848803845107463,0.41511961548925363,0.33786610467785805,0.23354795804238082,0.0,2.0,0.6000000000000001,-0.16575526669654864,0.1221575953502067,0.9048272249358468,0.2857142857142857,60.04761904761905,5.0,1.0,0.0,1.0,0,Routine Monitoring,
SETUP-0055,growing,2022,2,387000.0,24.137931034482758,22,10.0,67.2,0.5305690697674419,0.4694309302325581,0.24301911121416458,0.24034883720930234,0.0,1.0,0.5,0.2153846153846154,0.0,0.7703690887074134,0.5,61.09090909090909,6.0,0.0,0.0,0.0,0,Routine Monitoring,
SETUP-0055,growing,2022,3,431900.0,11.602067183462532,21,5.0,65.6,0.6837947441537393,0.3162052558462607,0.35734090856376555,0.32477425329937487,0.0,2.0,0.3333333333333333,0.1593994604873303,0.06267931925510115,0.8597478279398756,0.3333333333333333,62.476190476190474,5.0,1.0,0.0,1.0,0,Routine Monitoring,
SETUP-0056,growing,2022,2,142560.0,16.470588235294116,12,-7.6923076923076925,38.1,0.6644093714927048,0.3355906285072952,0.39635085970806033,0.2563131313131313,3.5,0.0,1.0,0.15217391304347827,0.0,1.3192335009057237,0.5,63.5,3.0,0.0,3.0,1.0,1,Additional Review or Follow-up,SEVERE_SALES_CONTRACTION|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE
SETUP-0056,growing,2022,3,105150.0,-26.241582491582495,11,-15.384615384615385,34.35,0.6868930099857347,0.3131069900142653,0.40834108668804375,0.29814550641940085,5.666666666666667,0.0,1.0,-0.06991164788846559,0.21356085363438304,0.9730457535089566,0.18181818181818182,62.45454545454545,2.0,1.0,0.0,2.0,1,Additional Review or Follow-up,SALES_CONTRACTION|SUSTAINED_DECLINE
SETUP-0057,recovering,2022,2,200040.0,-19.14635625075785,16,-11.11111111111111,46.3,0.8005380423915217,0.1994619576084783,0.3947836022850808,0.33630773845230955,0.0,2.0,0.0,-0.21173315454240696,0.0,0.66862486670495,0.1875,57.875,2.0,1.0,10.0,4.0,0,Routine Monitoring,SUSTAINED_DECLINE
SETUP-0057,recovering,2022,3,194040.0,-2.9994001199760048,18,0.0,48.75,0.6804027520098949,0.3195972479901051,0.30470746716444985,0.3127190270047413,0.0,3.0,0.0,-0.12479539821353412,0.08073478065390924,0.6485701316508123,0.4444444444444444,54.166666666666664,1.0,1.0,0.0,2.0,1,Additional Review or Follow-up,EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE
SETUP-0057,recovering,2022,4,193200.0,-0.4329004329004329,16,-11.11111111111111,44.5,0.5967774327122153,0.4032225672877847,0.34169911897406186,0.2671583850931677,14.0,3.0,0.25,-0.08081083995255724,0.08283212886985165,0.6457624687432331,0.4375,55.625,3.0,1.0,1.0,0.0,0,Routine Monitoring,SUSTAINED_DECLINE
SETUP-0057,recovering,2023,1,180360.0,-6.645962732919254,20,11.11111111111111,52.05,0.665952761144378,0.33404723885562204,0.33075330834982636,0.29768241295187403,8.0,3.0,0.4,-0.031202125996560887,0.02549215188113778,0.6028453357273784,0.3,52.05,6.0,0.0,0.0,1.0,0,Routine Monitoring,
SETUP-0058,volatile,2022,2,233460.0,63.76262626262626,13,8.333333333333332,35.8,0.43751049430309263,0.5624895056969074,0.2680688106268577,0.24518118735543562,0.0,0.0,1.0,0.48348492101483964,0.0,1.482256304438404,0.5384615384615384,55.07692307692308,6.0,0.0,0.0,0.0,0,Routine Monitoring,
SETUP-0058,volatile,2022,3,238980.0,2.3644307375995886,15,25.0,44.55,0.540724704996234,0.459275295003766,0.2913530696963583,0.20834379445978743,1.3333333333333333,0.0,1.0,0.23517073170731706,0.3069909776251334,1.5173032281105534,0.5333333333333333,59.4,6.0,0.0,0.0,0.0,1,Additional Review or Follow-up,SEVERE_SALES_CONTRACTION|SALES_CONTRACTION
SETUP-0058,volatile,2022,4,159480.0,-33.26638212402712,14,16.666666666666664,38.6,0.458260973162779,0.541739026837221,0.21826771748354556,0.25313518936543766,1.0,0.0,1.0,0.029067245119305855,0.40074821282483486,1.0125513382670979,0.5714285714285714,55.142857142857146,5.0,1.0,0.0,0.0,0,Routine Monitoring,SUSTAINED_DECLINE
SETUP-0059,stable,2022,2,355900.0,11.298745973668574,15,-6.25,44.45,0.5200079516718179,0.4799920483281821,0.32788830092781235,0.31052261871312165,4.0,1.0,0.5,0.1069456983438661,0.0,1.0705912816388452,0.2,59.266666666666666,3.0,2.0,0.0,2.0,0,Routine Monitoring,
SETUP-0059,stable,2022,3,376640.0,5.8274796291093,17,6.25,50.4,0.6042959324553951,0.39570406754460485,0.3972666850672063,0.2646293542905692,8.0,1.0,0.6666666666666666,0.08106451520939648,0.02735633172279637,1.132979770487369,0.29411764705882354,59.294117647058826,3.0,1.0,0.0,2.0,0,Routine Monitoring,EMPLOYMENT_BELOW_BASELINE
SETUP-0059,stable,2022,4,352690.0,-6.358857264231096,15,-6.25,46.85,0.6071574754033287,0.3928425245966713,0.4089639796921962,0.2547988318353228,8.0,1.0,0.6759061060957436,0.03402135231316726,0.07380398321064771,1.0609352040494642,0.5333333333333333,62.46666666666667,5.0,1.0,0.0,1.0,0,Routine Monitoring,SUSTAINED_DECLINE
SETUP-0059,stable,2023,1,318240.0,-9.767784740140065,17,6.25,50.4,0.6203841754650579,0.3796158245349422,0.4016459720167637,0.27694507290095527,7.75,1.0,0.7407248848765949,-0.039026128096788675,0.06694441011937319,0.9573053370855468,0.35294117647058826,59.294117647058826,3.0,0.0,0.0,2.0,0,Routine Monitoring,
SETUP-0060,declining,2022,2,275490.0,11.783323189287888,7,-12.5,14.2,0.8147676866673926,0.18523231333260734,0.34849941203424123,0.3315909833387782,0.0,2.0,0.0,0.1112771582940568,0.0,1.028007140113914,0.2857142857142857,40.57142857142857,3.0,0.0,0.0,2.0,0,Routine Monitoring,
SETUP-0060,declining,2022,3,325450.0,18.134959526661586,8,0.0,21.05,0.6707734828698724,0.32922651713012757,0.3730109719402686,0.32270702104778,0.0,2.0,0.3333333333333333,0.1398411593245141,0.03175818168686848,1.2144358189047635,0.125,52.625,4.0,1.0,2.0,1.0,1,Additional Review or Follow-up,SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE|LABOR_CONTRACTION
SETUP-0060,declining,2022,4,279500.0,-14.118912275311107,7,-12.5,17.35,0.7539123076923077,0.24608769230769234,0.40655644409752556,0.3076923076923077,0.0,3.0,0.25,0.0529279698994578,0.13950632532230153,1.0429706909936438,0.0,49.57142857142857,2.0,0.0,25.0,2.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE
SETUP-0060,declining,2023,1,237575.0,-15.0,6,-25.0,16.75,0.7364732821214354,0.26352671787856463,0.4137565666428375,0.34035567715458276,0.0,4.0,0.2,-0.05713519049386636,0.15416492267951185,0.8865250873445973,0.16666666666666666,55.833333333333336,1.0,0.0,13.0,4.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE|LABOR_CONTRACTION
SETUP-0060,declining,2023,2,229430.0,-3.4283910344101867,5,-37.5,12.5,0.859860523907074,0.14013947609292599,0.41507934496430926,0.2741359020180447,0.0,5.0,0.16666666666666666,-0.12313390021036331,0.0525954892482098,0.856131540732278,0.2,50.0,1.0,2.0,5.0,4.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE
SETUP-0060,declining,2023,3,198070.0,-13.668657106742799,5,-37.5,13.6,0.8766534558489423,0.12334654415105771,0.4250097976402157,0.27015701519664764,15.5,5.0,0.2857142857142857,-0.1068988698621073,0.051697588293643015,0.7391098560469089,0.4,54.4,1.0,1.0,15.0,5.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE
SETUP-0061,volatile,2022,2,344115.0,1.9328179152226073,17,6.25,45.4,0.8700598346483007,0.12994016535169925,0.34711144906036273,0.32958458654810163,0.0,1.0,0.5,0.019143177767509408,0.0,0.9541724779989439,0.23529411764705882,53.411764705882355,1.0,0.0,7.0,3.0,1,Additional Review or Follow-up,SEVERE_SALES_CONTRACTION|SEVERE_EMPLOYMENT_SHORTFALL|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE|LABOR_CONTRACTION
SETUP-0061,volatile,2022,3,235260.0,-31.633320256309666,12,-25.0,32.2,0.853620377454731,0.146379622545269,0.44078969546923297,0.3736716823939471,0.0,2.0,0.33333333333333337,-0.16739461157187024,0.16783069085766136,0.6523360422359721,0.08333333333333333,53.666666666666664,1.0,0.0,1.0,5.0,0,Routine Monitoring,EMPLOYMENT_BELOW_BASELINE
SETUP-0061,volatile,2022,4,295110.0,25.43993879112471,13,-18.75,38.0,0.6492752871810511,0.35072471281894885,0.30260819989266613,0.22710175866626003,0.0,2.0,0.5,-0.07798032299981436,0.23420378737615616,0.8182899320932489,0.5384615384615384,58.46153846153846,4.0,0.0,0.0,0.0,0,Routine Monitoring,
SETUP-0061,volatile,2023,1,298125.0,1.021652942970418,16,0.0,43.5,0.6477724779874214,0.35222752201257856,0.31176140371153943,0.1859287211740042,1.3333333333333333,2.0,0.5999999999999999,-0.026648246219970834,0.23380801375638238,0.8266500152665102,0.6875,54.375,4.0,0.0,0.0,0.0,0,Routine Monitoring,
SETUP-0061,volatile,2023,2,449280.0,50.70188679245283,18,12.5,47.1,0.5408767361111111,0.45912326388888886,0.33555098226333524,0.23568821225071226,1.3333333333333333,3.0,0.4999999999999999,0.20193696073252332,0.20282845340399897,1.2457771701767302,0.7777777777777778,52.333333333333336,5.0,1.0,0.0,0.0,0,Routine Monitoring,
SETUP-0062,declining,2022,2,418950.0,1.019965277777778,14,0.0,34.65,0.7858027210884355,0.2141972789115645,0.4210797265774445,0.3008473564864542,10.5,0.0,1.0,0.010147900248299688,0.0,0.986035900556273,0.21428571428571427,49.5,1.0,0.0,20.0,3.0,1,Additional Review or Follow-up,SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE
SETUP-0062,declining,2022,3,356290.0,-14.956438715837212,12,-14.285714285714285,29.85,0.8327786073142663,0.1672213926857337,0.4062442778856401,0.30382553537848384,10.5,1.0,0.6666666666666666,-0.07365373626004236,0.07988201996807495,0.8385600453734205,0.3333333333333333,49.75,1.0,2.0,6.0,3.0,1,Additional Review or Follow-up,SEVERE_SALES_CONTRACTION|SEVERE_EMPLOYMENT_SHORTFALL|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE|LABOR_CONTRACTION
SETUP-0062,declining,2022,4,149940.0,-57.91630413427264,8,-42.857142857142854,20.1,0.8397082166199814,0.16029178338001865,0.4871584600715535,0.35080698946245165,10.5,2.0,0.5,-0.25583998805881036,0.24887032262577302,0.3528970591464556,0.125,50.25,1.0,1.0,9.0,2.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE
SETUP-0062,declining,2023,1,121860.0,-18.72749099639856,9,-35.714285714285715,22.6,0.9245739373051043,0.07542606269489577,0.3689360423287486,0.35073034629903166,10.5,3.0,0.4,-0.41932304400977993,0.194237367592336,0.2868082941682478,0.0,50.22222222222222,1.0,2.0,6.0,5.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|EMPLOYMENT_BELOW_BASELINE
SETUP-0063,stable,2022,2,70470.0,9.205020920502092,9,0.0,27.55,0.6863123314885766,0.3136876685114234,0.3320977834329899,0.28508585213566057,0.0,2.0,0.0,0.088,0.0,0.9196534523414752,0.4444444444444444,61.22222222222222,3.0,1.0,0.0,1.0,0,Routine Monitoring,
SETUP-0063,stable,2022,3,71955.0,2.10727969348659,9,0.0,26.35,0.6526132999791535,0.34738670002084643,0.289709551715451,0.3418803418803419,0.0,3.0,0.0,0.053816046966731895,0.035488706135077513,0.9390331227931156,0.0,58.55555555555556,2.0,1.0,0.0,1.0,0,Routine Monitoring,
SETUP-0063,stable,2022,4,73850.0,2.633590438468487,9,0.0,27.1,0.6265844278943805,0.3734155721056195,0.283815534068704,0.2649966147596479,0.0,4.0,0.0,0.04194369758373248,0.032290114088467,0.963763409329047,0.2222222222222222,60.22222222222222,5.0,1.0,0.0,0.0,1,Additional Review or Follow-up,SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE|LABOR_CONTRACTION
SETUP-0063,stable,2023,1,66000.0,-10.62965470548409,8,-11.11111111111111,22.65,0.7144556060606062,0.28554439393939385,0.3142309879083608,0.3059090909090909,0.0,4.0,0.12655980309965614,-0.016317420954742715,0.06132066650291433,0.8613186867395681,0.25,56.625,4.0,1.0,5.0,1.0,0,Routine Monitoring,
SETUP-0064,stable,2022,2,205650.0,32.335907335907336,20,11.11111111111111,57.4,0.6382855823000243,0.3617144176999757,0.2968666901360113,0.25988329686360323,9.0,0.0,1.0,0.2783547985043623,0.0,1.3854891219566274,0.3,57.4,4.0,0.0,0.0,1.0,1,Additional Review or Follow-up,SEVERE_SALES_CONTRACTION|SALES_CONTRACTION
SETUP-0064,stable,2022,3,120230.0,-41.53659129589108,18,0.0,53.2,0.764796140730267,0.235203859269733,0.35160156273789733,0.27455709889378693,10.666666666666666,0.0,1.0,-0.10961394614361702,0.36936249315899206,0.8100041679204731,0.4444444444444444,59.111111111111114,3.0,1.0,0.0,1.0,0,Routine Monitoring,SUSTAINED_DECLINE
SETUP-0064,stable,2022,4,117300.0,-2.4369957581302506,21,16.666666666666664,59.95,0.6137698209718669,0.386230179028133,0.29645073560459584,0.29092071611253195,12.75,0.0,1.0,-0.13346252798289285,0.3017555893785726,0.790264400707573,0.42857142857142855,57.095238095238095,5.0,1.0,0.0,0.0,0,Routine Monitoring,SUSTAINED_DECLINE
SETUP-0066,growing,2022,2,135600.0,57.85797438882422,13,30.0,40.15,0.5567635693215339,0.4432364306784661,0.2926309526427094,0.19646017699115045,2.5,0.0,1.0,0.4487584650112867,0.0,2.008114203054111,0.6923076923076923,61.76923076923077,5.0,1.0,0.0,0.0,0,Routine Monitoring,
SETUP-0066,growing,2022,3,129800.0,-4.277286135693215,12,20.0,37.35,0.40985755007704155,0.5901424499229584,0.24586579838799266,0.2627503852080123,1.6666666666666667,0.0,1.0,0.1874466268146883,0.31067630262258716,1.922221412657991,0.25,62.25,4.0,0.0,1.0,0.0,0,Routine Monitoring,
SETUP-0067,declining,2022,2,259650.0,4.928168757955992,15,-11.76470588235294,35.65,0.6704271134219142,0.3295728865780858,0.38511073298850385,0.2553629886385519,20.0,1.0,0.2095534469305099,0.04809654805217854,0.0,0.6455807375416188,0.4,47.53333333333333,1.0,1.0,8.0,2.0,0,Routine Monitoring,EMPLOYMENT_BELOW_BASELINE
SETUP-0067,declining,2022,3,290740.0,11.973810899287503,15,-11.76470588235294,40.15,0.790838343537181,0.20916165646281903,0.3699820996402618,0.350244204443833,20.0,2.0,0.13970229795367325,0.08137858857296844,0.035228210706657555,0.7228813542570778,0.3333333333333333,53.53333333333333,3.0,1.0,19.0,2.0,1,Additional Review or Follow-up,SEVERE_SALES_CONTRACTION|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE
SETUP-0067,declining,2022,4,174750.0,-39.89475132420719,14,-17.647058823529413,37.3,0.8677416881258943,0.13225831187410578,0.4642215341208323,0.3743061516452074,20.0,3.0,0.10477672346525495,-0.07691793603709664,0.229711969044527,0.43448963560715537,0.14285714285714285,53.285714285714285,2.0,1.0,10.0,3.0,1,Additional Review or Follow-up,SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE
SETUP-0067,declining,2023,1,153510.0,-12.15450643776824,14,-17.647058823529413,35.1,0.7547481597290079,0.24525184027099212,0.28848661318494456,0.3038564262914468,20.0,4.0,0.08382137877220396,-0.1977624765264895,0.21192358767069816,0.3816795648758479,0.14285714285714285,50.142857142857146,1.0,1.0,0.0,3.0,1,Additional Review or Follow-up,SEVERE_SALES_CONTRACTION|SEVERE_EMPLOYMENT_SHORTFALL|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE
SETUP-0068,declining,2022,2,200025.0,-9.97974797479748,8,-20.0,18.0,0.9093187351581052,0.0906812648418947,0.38274422595896074,0.39455068116485437,0.0,2.0,0.0,-0.1050387826395879,0.0,0.9036206422327013,0.125,45.0,2.0,1.0,13.0,4.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|EMPLOYMENT_BELOW_BASELINE
SETUP-0068,declining,2022,3,210540.0,5.2568428946381704,8,-20.0,21.0,0.6940853519521231,0.305914648047877,0.3296197231106269,0.3008216965897217,0.0,3.0,0.0,-0.027640593269223173,0.07618295434717826,0.9511225597583949,0.0,52.5,2.0,0.0,2.0,3.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|EMPLOYMENT_BELOW_BASELINE
SETUP-0068,declining,2022,4,196290.0,-6.76831005984611,8,-20.0,19.0,0.8540066737989709,0.1459933262010291,0.4431320401947183,0.4115594273778593,0.0,4.0,0.0,-0.03242969404924884,0.06558042885418544,0.8867476358648017,0.125,47.5,2.0,2.0,16.0,4.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE|LABOR_CONTRACTION
SETUP-0068,declining,2023,1,177165.0,-9.743237047226042,6,-40.0,15.75,0.8146443146219625,0.18535568537803748,0.42345901091178983,0.38258120960686365,0.0,5.0,0.0,-0.042259126042702995,0.06484656183992252,0.8003497116918211,0.16666666666666666,52.5,1.0,2.0,27.0,3.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|EMPLOYMENT_BELOW_BASELINE
SETUP-0069,declining,2022,2,137400.0,-4.174076786274715,5,-16.666666666666664,10.9,0.8966477438136827,0.10335225618631726,0.36060232436196926,0.39250363901018925,20.0,1.0,0.5,-0.04263048239756397,0.0,0.9638554893008183,0.0,43.6,2.0,2.0,23.0,3.0,0,Routine Monitoring,EMPLOYMENT_BELOW_BASELINE
SETUP-0069,declining,2022,3,154530.0,12.467248908296943,5,-16.666666666666664,12.3,0.7225958066394874,0.27740419336051253,0.4060575090721856,0.23788261179059084,13.0,1.0,0.6666666666666667,0.038403225250680545,0.08320662847285829,1.0840217522682347,0.2,49.2,3.0,1.0,7.0,0.0,1,Additional Review or Follow-up,SEVERE_SALES_CONTRACTION|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE
SETUP-0069,declining,2022,4,115080.0,-25.52902349058435,5,-16.666666666666664,14.9,0.774218196037539,0.22578180396246092,0.4570197233286003,0.39720194647201945,13.0,2.0,0.5,-0.049262802169351104,0.15551649379573518,0.807281584488633,0.4,59.6,2.0,1.0,7.0,3.0,1,Additional Review or Follow-up,SEVERE_SALES_CONTRACTION|SEVERE_EMPLOYMENT_SHORTFALL|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE|SUSTAINED_DECLINE|LABOR_CONTRACTION
SETUP-0069,declining,2023,1,83115.0,-27.77632950990615,4,-33.33333333333333,9.6,0.8164147265836491,0.18358527341635086,0.4237330323443759,0.3140828971906395,13.0,3.0,0.39999999999999997,-0.16510482019892883,0.1846411746681935,0.5830483915082788,0.25,48.0,2.0,2.0,23.0,3.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|EMPLOYMENT_BELOW_BASELINE
SETUP-0069,declining,2023,2,97320.0,17.09077783793539,4,-33.33333333333333,10.1,0.8271922523633375,0.17280774763666248,0.4838919609179111,0.31792026304973287,13.0,4.0,0.33333333333333337,-0.1809552378095524,0.20641261727664997,0.6826958967886145,0.0,50.5,1.0,2.0,14.0,2.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|EMPLOYMENT_BELOW_BASELINE
SETUP-0069,declining,2023,3,108745.0,11.739621866009042,4,-33.33333333333333,10.35,0.789299186169479,0.21070081383052097,0.4228253592993038,0.3281989976550646,13.0,5.0,0.2857142857142857,-0.004749418690941473,0.2000889414774871,0.7628418135663573,0.5,51.75,1.0,2.0,26.0,4.0,1,Additional Review or Follow-up,SEVERE_EMPLOYMENT_SHORTFALL|SALES_CONTRACTION|EMPLOYMENT_BELOW_BASELINE
SETUP-0070,growing,2022,2,267300.0,-32.349665924276174,19,5.555555555555555,57.75,0.6635823419378974,0.3364176580621025,0.3979667210071106,0.22856341189674523,0.0,1.0,0.3173161205227812,-0.38591829956824975,0.0,0.7053195036001969,0.3684210526315789,60.78947368421053,1.0,1.0,13.0,2.0,0,Routine Monitoring,
SETUP-0070,growing,2022,3,371705.0,39.059109614665175,22,22.22222222222222,68.85,0.4262018805235335,0.5737981194764665,0.23640005133145864,0.14136210166664426,0.0,1.0,0.5448774136818542,-0.03396349570893267,0.3570438776947067,0.9808110216450101,0.6363636363636364,62.59090909090909,4.0,0.0,0.0,0.0,0,Routine Monitoring,
SETUP-0070,growing,2022,4,355500.0,-4.359640037126216,23,27.77777777777778,70.95,0.42474939521800276,0.5752506047819973,0.2810130252364909,0.2807594936708861,0.6666666666666666,1.0,0.6586580602613906,-0.004160834757578483,0.29378455058198244,0.9380511916568276,0.5652173913043478,61.69565217391305,5.0,0.0,0.0,0.0,0,Routine Monitoring,
SETUP-0071,stable,2022,2,299640.0,-31.0792161192382,17,-15.0,51.45,0.7306650313709784,0.26933496862902156,0.3975329464296195,0.35107128554265116,0.0,2.0,0.0,-0.36797385620915035,0.0,0.7132127226924252,0.17647058823529413,60.529411764705884,2.0,0.0,5.0,2.0,0,Routine Monitoring,
